contig	kmers_bp	total_bp	chrom
BH4.00018394	33	35879	EH23a.chr8
BH4.00006054	31	19186	EH23a.chrX
BH4.00007192	33	36580	EH23a.chr7
BH4.00000507	31	19362	EH23a.chrX
BH4.00011767	31	19384	EH23a.chr8
BH4.00014654	31	19390	EH23a.chr8
BH4.00002749	33	36712	EH23a.chrX
BH4.00009586	31	19434	EH23a.chr3
BH4.00000989	31	19546	EH23a.chr5
BH4.00012146	32	26989	EH23a.chr8
BH4.00000374	32	27319	EH23a.chrX
BH4.00006613	31	19854	EH23a.chrX
BH4.00012111	31	19873	EH23a.chr8
BH4.00003213	31	19960	EH23a.chrX
BH4.00000706	31	19962	EH23a.chrX
BH4.00006022	31	20208	EH23a.chr6
BH4.00012179	31	20320	EH23a.chr8
BH4.00010315	31	20321	EH23a.chrX
BH4.00015360	31	20360	EH23a.chrX
BH4.00013230	31	20361	EH23a.chr1
BH4.00016444	31	20364	EH23a.chr5
BH4.00004812	31	20505	EH23a.chr8
BH4.00021641	31	20506	EH23a.chr4
BH4.00003417	31	20822	EH23a.chr7
BH4.00014084	31	20827	EH23a.chr8
BH4.00010700	31	20841	EH23a.chr8
BH4.00011204	31	20898	EH23a.chrX
BH4.00017792	31	20939	EH23a.chr5
BH4.00022521	31	20942	EH23a.chr9
BH4.00005400	31	20973	EH23a.chr4
BH4.00008244	33	39960	EH23a.chrX
BH4.00002373	31	21053	EH23a.chr3
BH4.00006431	31	21115	EH23a.chr4
BH4.00022322	31	21131	EH23a.chrX
BH4.00019046	31	21291	EH23a.chr6
BH4.00010862	31	21406	EH23a.chr3
BH4.00002485	31	21416	EH23a.chr5
BH4.00000799	31	21432	EH23a.chr7
BH4.00018975	31	21453	EH23a.chr8
BH4.00016797	31	21467	EH23a.chrX
BH4.00014239	31	21491	EH23a.chr8
BH4.00016988	31	21500	EH23a.chrX
BH4.00011456	31	21574	EH23a.chrX
BH4.00003105	31	21770	EH23a.chr3
BH4.00003992	31	21771	EH23a.chrX
BH4.00015696	31	21911	EH23a.chr3
BH4.00005215	31	21916	EH23a.chr8
BH4.00014051	31	21946	EH23a.chr8
BH4.00010738	33	41864	EH23a.chr8
BH4.00003082	31	22078	EH23a.chr5
BH4.00022239	31	22131	EH23a.chr8
BH4.00005807	31	22160	EH23a.chr4
BH4.00011888	31	22209	EH23a.chr8
BH4.00011595	31	22236	EH23a.chr1
BH4.00010223	31	22250	EH23a.chr8
BH4.00002863	31	22277	EH23a.chr6
BH4.00018752	31	22291	EH23a.chr7
BH4.00016063	31	22332	EH23a.chr8
BH4.00002804	31	22362	EH23a.chr9
BH4.00013975	31	22391	EH23a.chr5
BH4.00016052	31	22408	EH23a.chr8
BH4.00015978	31	22408	EH23a.chrX
BH4.00019548	31	22513	EH23a.chr3
BH4.00006796	31	22570	EH23a.chr4
BH4.00017110	31	22584	EH23a.chr8
BH4.00011358	31	22628	EH23a.chr3
BH4.00019425	31	22645	EH23a.chr8
BH4.00019567	31	22723	EH23a.chr8
BH4.00003279	31	22817	EH23a.chr7
BH4.00008000	33	43648	EH23a.chrX
BH4.00010997	31	22896	EH23a.chrX
BH4.00006747	31	22965	EH23a.chr8
BH4.00004439	31	23107	EH23a.chrX
BH4.00012752	32	31981	EH23a.chr6
BH4.00012585	31	23170	EH23a.chrX
BH4.00009635	31	23182	EH23a.chrX
BH4.00015720	32	32071	EH23a.chr8
BH4.00015153	31	23283	EH23a.chr8
BH4.00005101	31	23294	EH23a.chr5
BH4.00012163	31	23420	EH23a.chr8
BH4.00009250	31	23423	EH23a.chr8
BH4.00010263	31	23428	EH23a.chrX
BH4.00013527	31	23430	EH23a.chr8
BH4.00012973	31	23449	EH23a.chr8
BH4.00006859	31	23472	EH23a.chr6
BH4.00009041	31	23478	EH23a.chrX
BH4.00017090	31	23521	EH23a.chr8
BH4.00011246	31	23557	EH23a.chr8
BH4.00004958	31	23593	EH23a.chrX
BH4.00009878	31	23666	EH23a.chrX
BH4.00002805	31	23671	EH23a.chr9
BH4.00001244	31	23862	EH23a.chr2
BH4.00016508	31	23897	EH23a.chrX
BH4.00016546	31	23909	EH23a.chr8
BH4.00003452	31	23911	EH23a.chr8
BH4.00014015	31	24051	EH23a.chr8
BH4.00014362	31	24079	EH23a.chr3
BH4.00011394	31	24119	EH23a.chr8
BH4.00001433	34	64080	EH23a.chr1
BH4.00009055	31	24154	EH23a.chr8
BH4.00014426	31	24167	EH23a.chr8
BH4.00012254	31	24168	EH23a.chr8
BH4.00019243	31	24179	EH23a.chr8
BH4.00006790	32	33486	EH23a.chrX
BH4.00010968	31	24196	EH23a.chr9
BH4.00008745	31	24200	EH23a.chr8
BH4.00015218	31	24201	EH23a.chr8
BH4.00011062	31	24259	EH23a.chr3
BH4.00001944	31	24269	EH23a.chr7
BH4.00018231	32	33676	EH23a.chr8
BH4.00010466	31	24326	EH23a.chr8
BH4.00009692	31	24427	EH23a.chr8
BH4.00002968	31	24440	EH23a.chrX
BH4.00010288	31	24445	EH23a.chr8
BH4.00001311	31	24446	EH23a.chr8
BH4.00002064	31	24451	EH23a.chrX
BH4.00006151	31	24461	EH23a.chr4
BH4.00012981	31	24522	EH23a.chr8
BH4.00000666	32	34035	EH23a.chr3
BH4.00019907	31	24601	EH23a.chr8
BH4.00013152	31	24694	EH23a.chr8
BH4.00019004	31	24727	EH23a.chrX
BH4.00017179	31	24744	EH23a.chr3
BH4.00009489	31	24754	EH23a.chr5
BH4.00009987	31	24760	EH23a.chrX
BH4.00003130	31	24819	EH23a.chr6
BH4.00015562	31	24858	EH23a.chr8
BH4.00002410	31	24861	EH23a.chrX
BH4.00013378	31	24864	EH23a.chr3
BH4.00004796	31	24891	EH23a.chrX
BH4.00019490	31	24922	EH23a.chr8
BH4.00000988	31	24937	EH23a.chr5
BH4.00017906	31	24963	EH23a.chrX
BH4.00006272	31	24968	EH23a.chr2
BH4.00017921	31	24987	EH23a.chr8
BH4.00009919	31	24999	EH23a.chrX
BH4.00018812	31	25009	EH23a.chr8
BH4.00010275	31	25034	EH23a.chr8
BH4.00008753	31	25092	EH23a.chr3
BH4.00006492	31	25110	EH23a.chr5
BH4.00019745	31	25131	EH23a.chrX
BH4.00015336	32	34873	EH23a.chr3
BH4.00014348	31	25191	EH23a.chr8
BH4.00008402	31	25191	EH23a.chr8
BH4.00018127	31	25192	EH23a.chr8
BH4.00022369	31	25214	EH23a.chr8
BH4.00013099	31	25216	EH23a.chrX
BH4.00015487	31	25216	EH23a.chr8
BH4.00009235	31	25253	EH23a.chr3
BH4.00012568	31	25258	EH23a.chr3
BH4.00022768	31	25426	EH23a.chr8
BH4.00017791	31	25463	EH23a.chr8
BH4.00018241	31	25466	EH23a.chr8
BH4.00014338	31	25530	EH23a.chrX
BH4.00010583	31	25573	EH23a.chr7
BH4.00009761	31	25590	EH23a.chrX
BH4.00017514	31	25618	EH23a.chr6
BH4.00001211	31	25670	EH23a.chr4
BH4.00009179	31	25719	EH23a.chrX
BH4.00015017	31	25758	EH23a.chr8
BH4.00006033	31	25791	EH23a.chr5
BH4.00000472	31	25848	EH23a.chrX
BH4.00007388	31	25864	EH23a.chr1
BH4.00012611	31	25962	EH23a.chr3
BH4.00000477	31	25993	EH23a.chr3
BH4.00011894	31	26019	EH23a.chr8
BH4.00018627	31	26024	EH23a.chr3
BH4.00019712	31	26070	EH23a.chr8
BH4.00015260	31	26079	EH23a.chr8
BH4.00009740	31	26088	EH23a.chr5
BH4.00010972	31	26102	EH23a.chrX
BH4.00009768	31	26109	EH23a.chr9
BH4.00004631	31	26111	EH23a.chrX
BH4.00012160	31	26121	EH23a.chr3
BH4.00003406	31	26154	EH23a.chr8
BH4.00006588	31	26191	EH23a.chr4
BH4.00002348	31	26207	EH23a.chr3
BH4.00010877	31	26214	EH23a.chr8
BH4.00016284	31	26258	EH23a.chr8
BH4.00001057	31	26307	EH23a.chr6
BH4.00004947	32	36598	EH23a.chr7
BH4.00003791	31	26355	EH23a.chr2
BH4.00005840	31	26378	EH23a.chrX
BH4.00000173	31	26389	EH23a.chr5
BH4.00001422	31	26391	EH23a.chrX
BH4.00009025	31	26401	EH23a.chr8
BH4.00014107	31	26458	EH23a.chr8
BH4.00011951	31	26462	EH23a.chr3
BH4.00021840	31	26503	EH23a.chr8
BH4.00012395	31	26542	EH23a.chrX
BH4.00010755	31	26619	EH23a.chrX
BH4.00004971	32	37141	EH23a.chr5
BH4.00008862	31	26733	EH23a.chrX
BH4.00004863	31	26745	EH23a.chr4
BH4.00010597	31	26795	EH23a.chr8
BH4.00017131	31	26800	EH23a.chr8
BH4.00023799	31	26817	EH23a.chr8
BH4.00011026	31	26837	EH23a.chr8
BH4.00016725	31	26918	EH23a.chr3
BH4.00017753	31	26964	EH23a.chr8
BH4.00002865	31	26966	EH23a.chr7
BH4.00017629	31	26993	EH23a.chrX
BH4.00011155	31	27012	EH23a.chr8
BH4.00013377	31	27017	EH23a.chrX
BH4.00004221	35	100964	EH23a.chr1
BH4.00003480	31	27078	EH23a.chr8
BH4.00023566	31	27106	EH23a.chr6
BH4.00019162	31	27117	EH23a.chr6
BH4.00007140	31	27138	EH23a.chr7
BH4.00009607	31	27177	EH23a.chrX
BH4.00018274	31	27200	EH23a.chrX
BH4.00001714	31	27303	EH23a.chr4
BH4.00010152	31	27306	EH23a.chr7
BH4.00017300	31	27350	EH23a.chr6
BH4.00008815	31	27360	EH23a.chr8
BH4.00005094	31	27381	EH23a.chr5
BH4.00018298	31	27384	EH23a.chr8
BH4.00006028	31	27410	EH23a.chr5
BH4.00016309	31	27412	EH23a.chrX
BH4.00010005	31	27428	EH23a.chr8
BH4.00006515	31	27496	EH23a.chr4
BH4.00009912	31	27503	EH23a.chr8
BH4.00015948	31	27526	EH23a.chr3
BH4.00010551	31	27538	EH23a.chrX
BH4.00008255	31	27545	EH23a.chrX
BH4.00008537	31	27579	EH23a.chrX
BH4.00010840	31	27598	EH23a.chr3
BH4.00017472	31	27623	EH23a.chr8
BH4.00020497	31	27637	EH23a.chr8
BH4.00017800	31	27718	EH23a.chr8
BH4.00003986	31	27750	EH23a.chrX
BH4.00010321	31	27756	EH23a.chr4
BH4.00001526	31	27763	EH23a.chr2
BH4.00005544	31	27799	EH23a.chrX
BH4.00010012	31	27800	EH23a.chr8
BH4.00012332	32	38772	EH23a.chr8
BH4.00011543	31	27875	EH23a.chr6
BH4.00009212	31	27904	EH23a.chr8
BH4.00004006	31	27904	EH23a.chr1
BH4.00008923	31	27938	EH23a.chr8
BH4.00017503	31	27939	EH23a.chr8
BH4.00018889	31	27968	EH23a.chrX
BH4.00008788	31	27970	EH23a.chr8
BH4.00018437	31	27977	EH23a.chr8
BH4.00009555	31	27983	EH23a.chr6
BH4.00005897	31	28029	EH23a.chr2
BH4.00011856	31	28040	EH23a.chr8
BH4.00017390	31	28099	EH23a.chrX
BH4.00011704	31	28111	EH23a.chr8
BH4.00004413	31	28123	EH23a.chrX
BH4.00013381	31	28144	EH23a.chr8
BH4.00011067	31	28167	EH23a.chrX
BH4.00016111	31	28228	EH23a.chr6
BH4.00018623	31	28296	EH23a.chr8
BH4.00013647	31	28321	EH23a.chr8
BH4.00011099	31	28351	EH23a.chr3
BH4.00004641	31	28365	EH23a.chr3
BH4.00011248	31	28369	EH23a.chr8
BH4.00000240	31	28376	EH23a.chr3
BH4.00022944	31	28422	EH23a.chrX
BH4.00013369	31	28495	EH23a.chr6
BH4.00004921	31	28495	EH23a.chrX
BH4.00012617	31	28503	EH23a.chr8
BH4.00003667	31	28541	EH23a.chr9
BH4.00007193	31	28562	EH23a.chr6
BH4.00004837	31	28562	EH23a.chr8
BH4.00010127	31	28563	EH23a.chr8
BH4.00012543	31	28613	EH23a.chr8
BH4.00008622	31	28671	EH23a.chr8
BH4.00006021	31	28748	EH23a.chr8
BH4.00007333	31	28767	EH23a.chr5
BH4.00015603	31	28774	EH23a.chr8
BH4.00001758	31	28797	EH23a.chrX
BH4.00003025	31	28833	EH23a.chr7
BH4.00006797	31	28844	EH23a.chrX
BH4.00007260	31	28893	EH23a.chrX
BH4.00000720	31	28906	EH23a.chr3
BH4.00017474	31	28939	EH23a.chr6
BH4.00001568	31	28983	EH23a.chr3
BH4.00014941	31	29012	EH23a.chr8
BH4.00020077	31	29022	EH23a.chrX
BH4.00013002	31	29027	EH23a.chr3
BH4.00008793	31	29095	EH23a.chr6
BH4.00001361	31	29134	EH23a.chr9
BH4.00017115	31	29197	EH23a.chr8
BH4.00020974	31	29197	EH23a.chr3
BH4.00008797	31	29256	EH23a.chr8
BH4.00007122	31	29268	EH23a.chr9
BH4.00015589	31	29284	EH23a.chr6
BH4.00023849	31	29333	EH23a.chrX
BH4.00011452	31	29354	EH23a.chrX
BH4.00002090	31	29361	EH23a.chr4
BH4.00010701	31	29382	EH23a.chr8
BH4.00003674	31	29391	EH23a.chr9
BH4.00000862	31	29411	EH23a.chr5
BH4.00009483	31	29420	EH23a.chr8
BH4.00018533	31	29479	EH23a.chr8
BH4.00007501	31	29485	EH23a.chr5
BH4.00003933	31	29494	EH23a.chr3
BH4.00002028	31	29501	EH23a.chrX
BH4.00000813	31	29502	EH23a.chr5
BH4.00004405	31	29532	EH23a.chr1
BH4.00021006	31	29533	EH23a.chr8
BH4.00011003	31	29534	EH23a.chr6
BH4.00010353	31	29538	EH23a.chr3
BH4.00000278	31	29557	EH23a.chr6
BH4.00000735	31	29579	EH23a.chr3
BH4.00008363	31	29579	EH23a.chr8
BH4.00000042	31	29582	EH23a.chrX
BH4.00009984	31	29592	EH23a.chr8
BH4.00005063	31	29610	EH23a.chr5
BH4.00000627	31	29661	EH23a.chr5
BH4.00016074	31	29706	EH23a.chr6
BH4.00013603	31	29720	EH23a.chrX
BH4.00014610	31	29729	EH23a.chr6
BH4.00019946	31	29736	EH23a.chr8
BH4.00007290	31	29754	EH23a.chrX
BH4.00000562	31	29757	EH23a.chr5
BH4.00020601	31	29815	EH23a.chr6
BH4.00006874	31	29839	EH23a.chr4
BH4.00008391	31	29895	EH23a.chr8
BH4.00011949	31	29951	EH23a.chr6
BH4.00003854	31	29980	EH23a.chr6
BH4.00001125	31	29994	EH23a.chr1
BH4.00000142	31	30130	EH23a.chrX
BH4.00009531	31	30151	EH23a.chrX
BH4.00006642	31	30162	EH23a.chr9
BH4.00003023	31	30190	EH23a.chrX
BH4.00013495	31	30191	EH23a.chr8
BH4.00005047	31	30205	EH23a.chr5
BH4.00003958	31	30239	EH23a.chr4
BH4.00013491	31	30243	EH23a.chr8
BH4.00001692	31	30335	EH23a.chr1
BH4.00011807	31	30338	EH23a.chr8
BH4.00008774	31	30343	EH23a.chr8
BH4.00004815	31	30372	EH23a.chrX
BH4.00009360	31	30388	EH23a.chr8
BH4.00014264	31	30421	EH23a.chrX
BH4.00007449	31	30477	EH23a.chrX
BH4.00001448	31	30494	EH23a.chrX
BH4.00009268	31	30504	EH23a.chr8
BH4.00013493	31	30585	EH23a.chrX
BH4.00015808	31	30651	EH23a.chr3
BH4.00012950	31	30697	EH23a.chr8
BH4.00018496	31	30714	EH23a.chr8
BH4.00010475	31	30716	EH23a.chr3
BH4.00004321	31	30747	EH23a.chr1
BH4.00008860	31	30757	EH23a.chr8
BH4.00014221	31	30794	EH23a.chr3
BH4.00009065	31	30857	EH23a.chr6
BH4.00021792	31	30876	EH23a.chr3
BH4.00018179	31	30895	EH23a.chr3
BH4.00017936	31	30946	EH23a.chr8
BH4.00010276	31	30958	EH23a.chr3
BH4.00000656	31	30977	EH23a.chr5
BH4.00019422	31	30983	EH23a.chr8
BH4.00012446	31	31014	EH23a.chr8
BH4.00015079	31	31035	EH23a.chr8
BH4.00003356	31	31060	EH23a.chr6
BH4.00008623	31	31082	EH23a.chrX
BH4.00011999	31	31099	EH23a.chr8
BH4.00012605	31	31110	EH23a.chr8
BH4.00008893	31	31139	EH23a.chr8
BH4.00011976	31	31169	EH23a.chr8
BH4.00012421	31	31200	EH23a.chr8
BH4.00003636	31	31201	EH23a.chr8
BH4.00014262	31	31211	EH23a.chrX
BH4.00015440	31	31263	EH23a.chrX
BH4.00006075	31	31292	EH23a.chr3
BH4.00006546	31	31305	EH23a.chr9
BH4.00013265	31	31321	EH23a.chr8
BH4.00003847	31	31333	EH23a.chr9
BH4.00023006	31	31356	EH23a.chr3
BH4.00000683	31	31360	EH23a.chr3
BH4.00008184	31	31363	EH23a.chrX
BH4.00000489	31	31407	EH23a.chr5
BH4.00007176	31	31465	EH23a.chr4
BH4.00020798	31	31495	EH23a.chr8
BH4.00000023	31	31497	EH23a.chr6
BH4.00016132	31	31614	EH23a.chrX
BH4.00000984	31	31614	EH23a.chr5
BH4.00002093	31	31617	EH23a.chrX
BH4.00009661	31	31632	EH23a.chr8
BH4.00015178	31	31660	EH23a.chr8
BH4.00011822	31	31714	EH23a.chrX
BH4.00020328	31	31720	EH23a.chr8
BH4.00000358	31	31729	EH23a.chrX
BH4.00014082	31	31775	EH23a.chr8
BH4.00007838	31	31781	EH23a.chrX
BH4.00006346	31	31786	EH23a.chr5
BH4.00012252	31	31792	EH23a.chr6
BH4.00006158	31	31801	EH23a.chr4
BH4.00009482	31	31810	EH23a.chr3
BH4.00019492	31	31820	EH23a.chrX
BH4.00020432	31	31831	EH23a.chr8
BH4.00002367	31	31841	EH23a.chr4
BH4.00017149	31	31860	EH23a.chrX
BH4.00006847	31	31871	EH23a.chr9
BH4.00014147	32	44539	EH23a.chr8
BH4.00012513	31	31906	EH23a.chr8
BH4.00009046	31	31972	EH23a.chr8
BH4.00020822	31	31974	EH23a.chr3
BH4.00018523	31	32016	EH23a.chr8
BH4.00016658	31	32017	EH23a.chr3
BH4.00015929	31	32042	EH23a.chr3
BH4.00016406	31	32043	EH23a.chrX
BH4.00013094	32	44816	EH23a.chr3
BH4.00010061	31	32070	EH23a.chr6
BH4.00000890	31	32108	EH23a.chr5
BH4.00019551	31	32188	EH23a.chr8
BH4.00013908	31	32201	EH23a.chr8
BH4.00003492	31	32218	EH23a.chr8
BH4.00009922	31	32258	EH23a.chr8
BH4.00003869	31	32279	EH23a.chrX
BH4.00008675	31	32296	EH23a.chr8
BH4.00011898	31	32324	EH23a.chr8
BH4.00008187	31	32371	EH23a.chrX
BH4.00002661	31	32385	EH23a.chrX
BH4.00009434	31	32427	EH23a.chr8
BH4.00017725	31	32483	EH23a.chr8
BH4.00001633	31	32520	EH23a.chr8
BH4.00008476	31	32528	EH23a.chr8
BH4.00014192	31	32554	EH23a.chr8
BH4.00019087	31	32557	EH23a.chr8
BH4.00007690	31	32594	EH23a.chrX
BH4.00022212	31	32633	EH23a.chr8
BH4.00004150	31	32638	EH23a.chr3
BH4.00012184	31	32677	EH23a.chrX
BH4.00015077	31	32699	EH23a.chr8
BH4.00009562	31	32715	EH23a.chr8
BH4.00001068	31	32739	EH23a.chr6
BH4.00016609	31	32757	EH23a.chr8
BH4.00008767	31	32765	EH23a.chr3
BH4.00008874	31	32770	EH23a.chr8
BH4.00021430	31	32782	EH23a.chr8
BH4.00016962	31	32792	EH23a.chr8
BH4.00023214	31	32806	EH23a.chrX
BH4.00017559	31	32833	EH23a.chr8
BH4.00012747	31	32838	EH23a.chr3
BH4.00019617	31	32857	EH23a.chr8
BH4.00000449	31	32875	EH23a.chrX
BH4.00009573	31	32882	EH23a.chr8
BH4.00012436	31	32907	EH23a.chr8
BH4.00000583	31	32925	EH23a.chrX
BH4.00013849	31	32929	EH23a.chr8
BH4.00018468	31	33032	EH23a.chr8
BH4.00016430	31	33066	EH23a.chr8
BH4.00003722	31	33101	EH23a.chr5
BH4.00003777	31	33103	EH23a.chrX
BH4.00001889	31	33150	EH23a.chr2
BH4.00002996	31	33157	EH23a.chr1
BH4.00003984	31	33183	EH23a.chr4
BH4.00000505	31	33202	EH23a.chr5
BH4.00013266	31	33219	EH23a.chr8
BH4.00014417	31	33236	EH23a.chr8
BH4.00020039	31	33253	EH23a.chr8
BH4.00009995	31	33292	EH23a.chr8
BH4.00009827	31	33348	EH23a.chr8
BH4.00004651	31	33365	EH23a.chr1
BH4.00015715	31	33365	EH23a.chr6
BH4.00012137	31	33381	EH23a.chrX
BH4.00013453	31	33388	EH23a.chr3
BH4.00015182	31	33392	EH23a.chrX
BH4.00000521	31	33437	EH23a.chr6
BH4.00009716	31	33440	EH23a.chr8
BH4.00016525	31	33444	EH23a.chr3
BH4.00006149	31	33445	EH23a.chr6
BH4.00002297	31	33506	EH23a.chr8
BH4.00009374	31	33519	EH23a.chr8
BH4.00020360	31	33530	EH23a.chrX
BH4.00019760	31	33556	EH23a.chr8
BH4.00016695	31	33602	EH23a.chr8
BH4.00019095	31	33614	EH23a.chr9
BH4.00012175	31	33688	EH23a.chr8
BH4.00018341	31	33738	EH23a.chrX
BH4.00009018	31	33742	EH23a.chr8
BH4.00013121	31	33783	EH23a.chr8
BH4.00012501	31	33804	EH23a.chr8
BH4.00017373	31	33840	EH23a.chr8
BH4.00001530	31	33841	EH23a.chr2
BH4.00012162	31	33856	EH23a.chr8
BH4.00017461	31	33938	EH23a.chr3
BH4.00012685	31	33961	EH23a.chrX
BH4.00001645	31	33986	EH23a.chr7
BH4.00012380	31	33989	EH23a.chr6
BH4.00016130	31	34053	EH23a.chr8
BH4.00018152	31	34092	EH23a.chr8
BH4.00021330	31	34105	EH23a.chr8
BH4.00003998	31	34106	EH23a.chrX
BH4.00006564	31	34157	EH23a.chr6
BH4.00000475	31	34170	EH23a.chr2
BH4.00001903	31	34175	EH23a.chr7
BH4.00014833	31	34219	EH23a.chr8
BH4.00021509	31	34229	EH23a.chr3
BH4.00006503	31	34229	EH23a.chrX
BH4.00008251	31	34289	EH23a.chr8
BH4.00003153	31	34298	EH23a.chr2
BH4.00014117	31	34331	EH23a.chr9
BH4.00012770	31	34389	EH23a.chr6
BH4.00010592	31	34390	EH23a.chr8
BH4.00019307	31	34428	EH23a.chr8
BH4.00000874	31	34432	EH23a.chr5
BH4.00010261	31	34447	EH23a.chr9
BH4.00003267	31	34458	EH23a.chr6
BH4.00004907	31	34491	EH23a.chr6
BH4.00019394	31	34663	EH23a.chr6
BH4.00000231	31	34666	EH23a.chr5
BH4.00003012	31	34746	EH23a.chr1
BH4.00017760	31	34831	EH23a.chr8
BH4.00015680	31	34838	EH23a.chr3
BH4.00009381	31	34872	EH23a.chrX
BH4.00008965	31	34873	EH23a.chr6
BH4.00011467	31	34952	EH23a.chr3
BH4.00008985	31	35004	EH23a.chr8
BH4.00000835	31	35014	EH23a.chr5
BH4.00021088	31	35030	EH23a.chr8
BH4.00018949	31	35052	EH23a.chr8
BH4.00001736	31	35064	EH23a.chr2
BH4.00006342	31	35065	EH23a.chrX
BH4.00012692	31	35096	EH23a.chr3
BH4.00003640	31	35142	EH23a.chrX
BH4.00002762	31	35171	EH23a.chrX
BH4.00004787	31	35204	EH23a.chr5
BH4.00009380	31	35231	EH23a.chrX
BH4.00000230	31	35243	EH23a.chr6
BH4.00018346	31	35283	EH23a.chr9
BH4.00011201	31	35290	EH23a.chr8
BH4.00008564	31	35373	EH23a.chr8
BH4.00010482	31	35380	EH23a.chr8
BH4.00018421	31	35435	EH23a.chr3
BH4.00014432	31	35441	EH23a.chr6
BH4.00002874	31	35449	EH23a.chr6
BH4.00009688	31	35449	EH23a.chr6
BH4.00009466	31	35500	EH23a.chr8
BH4.00013483	31	35546	EH23a.chr3
BH4.00001216	31	35561	EH23a.chrX
BH4.00009125	31	35570	EH23a.chrX
BH4.00018667	31	35592	EH23a.chr8
BH4.00009602	31	35596	EH23a.chr4
BH4.00014054	31	35617	EH23a.chr3
BH4.00015882	31	35706	EH23a.chrX
BH4.00004142	31	35749	EH23a.chrX
BH4.00014019	31	35758	EH23a.chr8
BH4.00005573	31	35817	EH23a.chrX
BH4.00010274	31	35839	EH23a.chr8
BH4.00005309	31	35853	EH23a.chr9
BH4.00014104	31	35859	EH23a.chrX
BH4.00014934	31	35903	EH23a.chr8
BH4.00001971	31	35914	EH23a.chr2
BH4.00002546	31	35940	EH23a.chr5
BH4.00009672	31	35940	EH23a.chr8
BH4.00001282	31	35944	EH23a.chrX
BH4.00019241	31	35951	EH23a.chr3
BH4.00002401	31	35959	EH23a.chr7
BH4.00000808	31	36001	EH23a.chr5
BH4.00012194	31	36040	EH23a.chr8
BH4.00018170	31	36081	EH23a.chr8
BH4.00017513	31	36088	EH23a.chrX
BH4.00002238	31	36109	EH23a.chr7
BH4.00002604	31	36123	EH23a.chr7
BH4.00000768	31	36161	EH23a.chr4
BH4.00015363	31	36201	EH23a.chr8
BH4.00006132	31	36202	EH23a.chr6
BH4.00017288	31	36222	EH23a.chr8
BH4.00000524	31	36261	EH23a.chr6
BH4.00000698	31	36338	EH23a.chr3
BH4.00018222	31	36351	EH23a.chr6
BH4.00014595	31	36364	EH23a.chrX
BH4.00014620	31	36373	EH23a.chr8
BH4.00016557	31	36399	EH23a.chr8
BH4.00005495	31	36410	EH23a.chrX
BH4.00007181	31	36435	EH23a.chr7
BH4.00014655	31	36448	EH23a.chr6
BH4.00016079	31	36491	EH23a.chr8
BH4.00011671	31	36527	EH23a.chr3
BH4.00010935	31	36587	EH23a.chr6
BH4.00005558	31	36603	EH23a.chr2
BH4.00011064	31	36605	EH23a.chrX
BH4.00005478	31	36621	EH23a.chrX
BH4.00009813	31	36649	EH23a.chrX
BH4.00003013	31	36742	EH23a.chrX
BH4.00015519	31	36749	EH23a.chr8
BH4.00007149	40	777471	EH23a.chr8
BH4.00005026	31	36776	EH23a.chr4
BH4.00002497	31	36785	EH23a.chr5
BH4.00013945	31	36858	EH23a.chr6
BH4.00004946	31	36890	EH23a.chr5
BH4.00018521	31	36938	EH23a.chr3
BH4.00004095	31	36974	EH23a.chrX
BH4.00006882	31	36997	EH23a.chr8
BH4.00000783	31	37054	EH23a.chr7
BH4.00003565	31	37081	EH23a.chr1
BH4.00002435	31	37104	EH23a.chr8
BH4.00003619	31	37111	EH23a.chr7
BH4.00005192	31	37180	EH23a.chr6
BH4.00000384	31	37183	EH23a.chr6
BH4.00023596	31	37332	EH23a.chr8
BH4.00000101	31	37354	EH23a.chr5
BH4.00011586	31	37445	EH23a.chr8
BH4.00008868	31	37450	EH23a.chr8
BH4.00000597	31	37555	EH23a.chrX
BH4.00000132	31	37589	EH23a.chr8
BH4.00011283	31	37599	EH23a.chr6
BH4.00019457	31	37608	EH23a.chr9
BH4.00006270	31	37634	EH23a.chr1
BH4.00018856	31	37652	EH23a.chr8
BH4.00003357	31	37675	EH23a.chr2
BH4.00014097	31	37692	EH23a.chr8
BH4.00000756	31	37695	EH23a.chr3
BH4.00009444	31	37929	EH23a.chr8
BH4.00006414	31	37981	EH23a.chr1
BH4.00009901	31	38057	EH23a.chr8
BH4.00010811	31	38109	EH23a.chr6
BH4.00013447	31	38164	EH23a.chr8
BH4.00009696	31	38193	EH23a.chr3
BH4.00010748	31	38227	EH23a.chr8
BH4.00008498	31	38254	EH23a.chr6
BH4.00019589	31	38258	EH23a.chr3
BH4.00017579	31	38283	EH23a.chr8
BH4.00006659	31	38351	EH23a.chr1
BH4.00001905	31	38401	EH23a.chr7
BH4.00013488	31	38408	EH23a.chrX
BH4.00001952	31	38446	EH23a.chrX
BH4.00004379	31	38458	EH23a.chrX
BH4.00015246	31	38462	EH23a.chr8
BH4.00012392	31	38486	EH23a.chr3
BH4.00017532	31	38521	EH23a.chr8
BH4.00000388	31	38545	EH23a.chr6
BH4.00010123	31	38595	EH23a.chr3
BH4.00009703	31	38663	EH23a.chr9
BH4.00006878	31	38715	EH23a.chr4
BH4.00000822	31	38780	EH23a.chr9
BH4.00022279	31	38851	EH23a.chr6
BH4.00013476	31	38875	EH23a.chr8
BH4.00017845	31	38884	EH23a.chrX
